0 verbose cli /usr/local/bin/node /usr/local/bin/npm
1 info using npm@11.11.0
2 info using node@v24.14.1
3 silly config load:file:/usr/local/lib/node_modules/npm/npmrc
4 silly config load:file:/Users/mithilesshb/Documents/GitHub/Equal-Horizons-Github/.npmrc
5 silly config load:file:/Users/mithilesshb/.npmrc
6 silly config load:file:/usr/local/etc/npmrc
7 verbose title npm install
8 verbose argv "install" "--cache" ".npm-cache" "--no-audit" "--no-fund"
9 verbose logfile logs-max:10 dir:/Users/mithilesshb/Documents/GitHub/Equal-Horizons-Github/.npm-cache/_logs/2026-07-29T20_39_55_701Z-
10 verbose logfile /Users/mithilesshb/Documents/GitHub/Equal-Horizons-Github/.npm-cache/_logs/2026-07-29T20_39_55_701Z-debug-0.log
11 silly logfile done cleaning log files
518 silly ADD node_modules/run-parallel
519 silly ADD node_modules/rimraf
520 silly ADD node_modules/rimraf/node_modules/glob
521 silly ADD node_modules/reusify
522 silly ADD node_modules/resolve-pkg-maps
523 silly ADD node_modules/resolve-from
524 silly ADD node_modules/resolve
525 silly ADD node_modules/resend
526 silly ADD node_modules/regexp.prototype.flags
527 silly ADD node_modules/reflect.getprototypeof
528 silly ADD node_modules/readdirp
529 silly ADD node_modules/read-cache
530 silly ADD node_modules/react-promise-suspense
531 silly ADD node_modules/react-promise-suspense/node_modules/fast-deep-equal
532 silly ADD node_modules/react-is
533 silly ADD node_modules/react-dom
534 silly ADD node_modules/react
535 silly ADD node_modules/queue-microtask
536 silly ADD node_modules/punycode
537 silly ADD node_modules/prop-types
538 silly ADD node_modules/prettier
539 silly ADD node_modules/prelude-ls
540 silly ADD node_modules/postcss-value-parser
541 silly ADD node_modules/postcss-selector-parser
542 silly ADD node_modules/postcss-nested
543 silly ADD node_modules/postcss-load-config
544 silly ADD node_modules/postcss-js
545 silly ADD node_modules/postcss-import
546 silly ADD node_modules/postcss-import/node_modules/resolve
547 silly ADD node_modules/postcss
548 silly ADD node_modules/possible-typed-array-names
549 silly ADD node_modules/pirates
550 silly ADD node_modules/pify
551 silly ADD node_modules/picomatch
552 silly ADD node_modules/picocolors
553 silly ADD node_modules/peberminta
554 silly ADD node_modules/path-scurry
555 silly ADD node_modules/path-parse
556 silly ADD node_modules/path-key
557 silly ADD node_modules/path-is-absolute
558 silly ADD node_modules/path-exists
559 silly ADD node_modules/parseley
560 silly ADD node_modules/parent-module
561 silly ADD node_modules/p-locate
562 silly ADD node_modules/p-limit
563 silly ADD node_modules/own-keys
564 silly ADD node_modules/optionator
565 silly ADD node_modules/once
566 silly ADD node_modules/object.values
567 silly ADD node_modules/object.groupby
568 silly ADD node_modules/object.fromentries
569 silly ADD node_modules/object.entries
570 silly ADD node_modules/object.assign
571 silly ADD node_modules/object-keys
572 silly ADD node_modules/object-inspect
573 silly ADD node_modules/object-hash
574 silly ADD node_modules/object-assign
575 silly ADD node_modules/normalize-path
576 silly ADD node_modules/node-releases
577 silly ADD node_modules/node-exports-info
578 silly ADD node_modules/node-exports-info/node_modules/semver
579 silly ADD node_modules/next
580 silly ADD node_modules/next/node_modules/postcss
581 silly ADD node_modules/natural-compare
582 silly ADD node_modules/napi-postinstall
583 silly ADD node_modules/nanoid
584 silly ADD node_modules/mz
585 silly ADD node_modules/ms
586 silly ADD node_modules/motion-utils
587 silly ADD node_modules/motion-dom
588 silly ADD node_modules/minipass
589 silly ADD node_modules/minimist
590 silly ADD node_modules/minimatch
591 silly ADD node_modules/micromatch
592 silly ADD node_modules/merge2
593 silly ADD node_modules/math-intrinsics
594 silly ADD node_modules/lucide-react
595 silly ADD node_modules/lru-cache
596 silly ADD node_modules/loose-envify
597 silly ADD node_modules/lodash.merge
598 silly ADD node_modules/locate-path
599 silly ADD node_modules/lines-and-columns
600 silly ADD node_modules/lilconfig
601 silly ADD node_modules/levn
602 silly ADD node_modules/leac
603 silly ADD node_modules/language-tags
604 silly ADD node_modules/language-subtag-registry
605 silly ADD node_modules/keyv
606 silly ADD node_modules/jsx-ast-utils
607 silly ADD node_modules/json5
608 silly ADD node_modules/json-stable-stringify-without-jsonify
609 silly ADD node_modules/json-schema-traverse
610 silly ADD node_modules/json-buffer
611 silly ADD node_modules/js-yaml
612 silly ADD node_modules/js-tokens
613 silly ADD node_modules/jiti
614 silly ADD node_modules/jackspeak
615 silly ADD node_modules/iterator.prototype
616 silly ADD node_modules/isexe
617 silly ADD node_modules/isarray
618 silly ADD node_modules/is-weakset
619 silly ADD node_modules/is-weakref
620 silly ADD node_modules/is-weakmap
621 silly ADD node_modules/is-typed-array
622 silly ADD node_modules/is-symbol
623 silly ADD node_modules/is-string
624 silly ADD node_modules/is-shared-array-buffer
625 silly ADD node_modules/is-set
626 silly ADD node_modules/is-regex
627 silly ADD node_modules/is-path-inside
628 silly ADD node_modules/is-number-object
629 silly ADD node_modules/is-number
630 silly ADD node_modules/is-negative-zero
631 silly ADD node_modules/is-map
632 silly ADD node_modules/is-glob
633 silly ADD node_modules/is-generator-function
634 silly ADD node_modules/is-fullwidth-code-point
635 silly ADD node_modules/is-finalizationregistry
636 silly ADD node_modules/is-extglob
637 silly ADD node_modules/is-document.all
638 silly ADD node_modules/is-date-object
639 silly ADD node_modules/is-data-view
640 silly ADD node_modules/is-core-module
641 silly ADD node_modules/is-callable
642 silly ADD node_modules/is-bun-module
643 silly ADD node_modules/is-boolean-object
644 silly ADD node_modules/is-binary-path
645 silly ADD node_modules/is-bigint
646 silly ADD node_modules/is-async-function
647 silly ADD node_modules/is-array-buffer
648 silly ADD node_modules/internal-slot
649 silly ADD node_modules/inherits
650 silly ADD node_modules/inflight
651 silly ADD node_modules/imurmurhash
652 silly ADD node_modules/import-fresh
653 silly ADD node_modules/ignore
654 silly ADD node_modules/htmlparser2
655 silly ADD node_modules/html-to-text
656 silly ADD node_modules/hasown
657 silly ADD node_modules/has-tostringtag
658 silly ADD node_modules/has-symbols
659 silly ADD node_modules/has-proto
660 silly ADD node_modules/has-property-descriptors
661 silly ADD node_modules/has-flag
662 silly ADD node_modules/has-bigints
663 silly ADD node_modules/graphemer
664 silly ADD node_modules/graceful-fs
665 silly ADD node_modules/gopd
666 silly ADD node_modules/globalthis
667 silly ADD node_modules/globals
668 silly ADD node_modules/glob-parent
669 silly ADD node_modules/glob
670 silly ADD node_modules/glob/node_modules/minimatch
671 silly ADD node_modules/glob/node_modules/brace-expansion
672 silly ADD node_modules/get-tsconfig
673 silly ADD node_modules/get-symbol-description
674 silly ADD node_modules/get-proto
675 silly ADD node_modules/get-intrinsic
676 silly ADD node_modules/generator-function
677 silly ADD node_modules/functions-have-names
678 silly ADD node_modules/function.prototype.name
679 silly ADD node_modules/function-bind
680 silly ADD node_modules/fsevents
681 silly ADD node_modules/fs.realpath
682 silly ADD node_modules/framer-motion
683 silly ADD node_modules/fraction.js
684 silly ADD node_modules/foreground-child
685 silly ADD node_modules/for-each
686 silly ADD node_modules/flatted
687 silly ADD node_modules/flat-cache
688 silly ADD node_modules/find-up
689 silly ADD node_modules/fill-range
690 silly ADD node_modules/file-entry-cache
691 silly ADD node_modules/fastq
692 silly ADD node_modules/fast-levenshtein
693 silly ADD node_modules/fast-json-stable-stringify
694 silly ADD node_modules/fast-glob
695 silly ADD node_modules/fast-glob/node_modules/glob-parent
696 silly ADD node_modules/fast-deep-equal
697 silly ADD node_modules/esutils
698 silly ADD node_modules/estraverse
699 silly ADD node_modules/esrecurse
700 silly ADD node_modules/esquery
701 silly ADD node_modules/espree
702 silly ADD node_modules/eslint-visitor-keys
703 silly ADD node_modules/eslint-scope
704 silly ADD node_modules/eslint-plugin-react-hooks
705 silly ADD node_modules/eslint-plugin-react
706 silly ADD node_modules/eslint-plugin-react/node_modules/semver
707 silly ADD node_modules/eslint-plugin-react/node_modules/doctrine
708 silly ADD node_modules/eslint-plugin-jsx-a11y
709 silly ADD node_modules/eslint-plugin-import
710 silly ADD node_modules/eslint-plugin-import/node_modules/semver
711 silly ADD node_modules/eslint-plugin-import/node_modules/doctrine
712 silly ADD node_modules/eslint-plugin-import/node_modules/debug
713 silly ADD node_modules/eslint-module-utils
714 silly ADD node_modules/eslint-module-utils/node_modules/debug
715 silly ADD node_modules/eslint-import-resolver-typescript
716 silly ADD node_modules/eslint-import-resolver-node
717 silly ADD node_modules/eslint-import-resolver-node/node_modules/debug
718 silly ADD node_modules/eslint-config-next
719 silly ADD node_modules/eslint
720 silly ADD node_modules/escape-string-regexp
721 silly ADD node_modules/escalade
722 silly ADD node_modules/es-to-primitive
723 silly ADD node_modules/es-shim-unscopables
724 silly ADD node_modules/es-set-tostringtag
725 silly ADD node_modules/es-object-atoms
726 silly ADD node_modules/es-iterator-helpers
727 silly ADD node_modules/es-errors
728 silly ADD node_modules/es-define-property
729 silly ADD node_modules/es-abstract-get
730 silly ADD node_modules/es-abstract
731 silly ADD node_modules/entities
732 silly ADD node_modules/emoji-regex
733 silly ADD node_modules/electron-to-chromium
734 silly ADD node_modules/eastasianwidth
735 silly ADD node_modules/dunder-proto
736 silly ADD node_modules/domutils
737 silly ADD node_modules/domhandler
738 silly ADD node_modules/domelementtype
739 silly ADD node_modules/dom-serializer
740 silly ADD node_modules/doctrine
741 silly ADD node_modules/dlv
742 silly ADD node_modules/didyoumean
743 silly ADD node_modules/define-properties
744 silly ADD node_modules/define-data-property
745 silly ADD node_modules/deepmerge
746 silly ADD node_modules/deep-is
747 silly ADD node_modules/debug
748 silly ADD node_modules/data-view-byte-offset
749 silly ADD node_modules/data-view-byte-length
750 silly ADD node_modules/data-view-buffer
751 silly ADD node_modules/damerau-levenshtein
752 silly ADD node_modules/csstype
753 silly ADD node_modules/cssesc
754 silly ADD node_modules/cross-spawn
755 silly ADD node_modules/concat-map
756 silly ADD node_modules/commander
757 silly ADD node_modules/color-name
758 silly ADD node_modules/color-convert
759 silly ADD node_modules/client-only
760 silly ADD node_modules/chokidar
761 silly ADD node_modules/chokidar/node_modules/glob-parent
762 silly ADD node_modules/chalk
763 silly ADD node_modules/caniuse-lite
764 silly ADD node_modules/camelcase-css
765 silly ADD node_modules/callsites
766 silly ADD node_modules/call-bound
767 silly ADD node_modules/call-bind-apply-helpers
768 silly ADD node_modules/call-bind
769 silly ADD node_modules/busboy
770 silly ADD node_modules/browserslist
771 silly ADD node_modules/braces
772 silly ADD node_modules/brace-expansion
773 silly ADD node_modules/binary-extensions
774 silly ADD node_modules/baseline-browser-mapping
775 silly ADD node_modules/balanced-match
776 silly ADD node_modules/axobject-query
777 silly ADD node_modules/axe-core
778 silly ADD node_modules/available-typed-arrays
779 silly ADD node_modules/autoprefixer
780 silly ADD node_modules/async-function
781 silly ADD node_modules/ast-types-flow
782 silly ADD node_modules/arraybuffer.prototype.slice
783 silly ADD node_modules/array.prototype.tosorted
784 silly ADD node_modules/array.prototype.flatmap
785 silly ADD node_modules/array.prototype.flat
786 silly ADD node_modules/array.prototype.findlastindex
787 silly ADD node_modules/array.prototype.findlast
788 silly ADD node_modules/array-includes
789 silly ADD node_modules/array-buffer-byte-length
790 silly ADD node_modules/aria-query
791 silly ADD node_modules/argparse
792 silly ADD node_modules/arg
793 silly ADD node_modules/anymatch
794 silly ADD node_modules/any-promise
795 silly ADD node_modules/ansi-styles
796 silly ADD node_modules/ansi-regex
797 silly ADD node_modules/ajv
798 silly ADD node_modules/acorn-jsx
799 silly ADD node_modules/acorn
800 silly ADD node_modules/@unrs/resolver-binding-darwin-arm64
801 silly ADD node_modules/@ungap/structured-clone
802 silly ADD node_modules/@typescript-eslint/visitor-keys
803 silly ADD node_modules/@typescript-eslint/visitor-keys/node_modules/eslint-visitor-keys
804 silly ADD node_modules/@typescript-eslint/utils
805 silly ADD node_modules/@typescript-eslint/typescript-estree
806 silly ADD node_modules/@typescript-eslint/typescript-estree/node_modules/minimatch
807 silly ADD node_modules/@typescript-eslint/typescript-estree/node_modules/brace-expansion
808 silly ADD node_modules/@typescript-eslint/typescript-estree/node_modules/balanced-match
809 silly ADD node_modules/@typescript-eslint/types
810 silly ADD node_modules/@typescript-eslint/type-utils
811 silly ADD node_modules/@typescript-eslint/tsconfig-utils
812 silly ADD node_modules/@typescript-eslint/scope-manager
813 silly ADD node_modules/@typescript-eslint/project-service
814 silly ADD node_modules/@typescript-eslint/parser
815 silly ADD node_modules/@typescript-eslint/eslint-plugin
816 silly ADD node_modules/@typescript-eslint/eslint-plugin/node_modules/ignore
817 silly ADD node_modules/@types/react-dom
818 silly ADD node_modules/@types/react
819 silly ADD node_modules/@types/prop-types
820 silly ADD node_modules/@types/node
821 silly ADD node_modules/@types/json5
822 silly ADD node_modules/@swc/helpers
823 silly ADD node_modules/@swc/counter
824 silly ADD node_modules/@selderee/plugin-htmlparser2
825 silly ADD node_modules/@rushstack/eslint-patch
826 silly ADD node_modules/@rtsao/scc
827 silly ADD node_modules/@react-email/render
828 silly ADD node_modules/@pkgjs/parseargs
829 silly ADD node_modules/@nolyfill/is-core-module
830 silly ADD node_modules/@nodelib/fs.walk
831 silly ADD node_modules/@nodelib/fs.stat
832 silly ADD node_modules/@nodelib/fs.scandir
833 silly ADD node_modules/@next/swc-darwin-arm64
834 silly ADD node_modules/@next/eslint-plugin-next
835 silly ADD node_modules/@next/env
836 silly ADD node_modules/@jridgewell/trace-mapping
837 silly ADD node_modules/@jridgewell/sourcemap-codec
838 silly ADD node_modules/@jridgewell/resolve-uri
839 silly ADD node_modules/@jridgewell/gen-mapping
840 silly ADD node_modules/@isaacs/cliui
841 silly ADD node_modules/@isaacs/cliui/node_modules/strip-ansi
842 silly ADD node_modules/@isaacs/cliui/node_modules/ansi-regex
843 silly ADD node_modules/@humanwhocodes/object-schema
844 silly ADD node_modules/@humanwhocodes/module-importer
845 silly ADD node_modules/@humanwhocodes/config-array
846 silly ADD node_modules/@eslint/js
847 silly ADD node_modules/@eslint/eslintrc
848 silly ADD node_modules/@eslint-community/regexpp
849 silly ADD node_modules/@eslint-community/eslint-utils
850 silly ADD node_modules/@alloc/quick-lru
851 verbose cwd /Users/mithilesshb/Documents/GitHub/Equal-Horizons-Github
852 verbose os Darwin 25.5.0
853 verbose node v24.14.1
854 verbose npm  v11.11.0
855 verbose exit 0
856 info ok
